id,id_property,area,floor,char_view,char_general,char_bathroom,bed_linen,towels,dish_towels,beds_basic,beds_additional,broj_kreveta,broj_pom_kreveta,max_odraslih,min_ljudi,min_boravak
10088,4294,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
10095,4298,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10096,4298,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
10097,4298,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
20513,4298,0.0,0,,,,included,included,included,0,0,0,0,0,0,0
10099,4300,95.0,2,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,freezer,coffee,stove",,included,included,included,6,1,0,0,0,0,0
10100,4301,90.0,1,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,freezer,coffee,stove",,included,included,included,6,1,0,0,0,0,0
10101,4301,0.0,0,,,,included,included,included,0,0,0,0,0,0,0
10102,4302,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10103,4303,60.0,1,,"balcony,air_condition,washing_machine,sattv,internet_wireless",,included,included,included,4,0,0,0,0,0,0
10104,4303,60.0,0,view_garden,"terrace,air_condition,sattv,internet_wireless",,included,included,included,4,2,0,0,0,0,0
10105,4303,58.0,0,view_garden,"terrace,air_condition,washing_machine,sattv,internet_wireless",,included,included,included,4,0,0,0,0,0,0
10106,4304,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10110,4307,95.0,0,,"balcony,terrace,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,9,0,0,0,0,0,0
10121,4310,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10122,4310,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10123,4310,0.0,0,,,,included,included,included,3,0,0,0,0,0,0
10124,4310,90.0,1,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,6,2,0,0,0,0,0
10125,4310,0.0,0,,,,included,included,included,3,0,0,0,0,0,0
10126,4310,50.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,4,1,0,0,0,0,0
10129,4312,120.0,0,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,outdoor_dining_area,dishes,freezer,cooking_gas,cooking_electric,coffee,tea,stove,toaster",,included,included,included,6,0,0,0,0,0,0
10139,4320,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10140,4321,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
10141,4322,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
22794,4322,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
10147,4325,57.0,0,,"terrace,air_condition,heating,washing_machine,sattv",,included,included,included,4,2,0,0,0,0,0
10148,4325,35.0,2,view_sea,"balcony,air_condition,heating,sattv",,included,included,included,2,0,0,0,0,0,0
10149,4325,35.0,2,view_sea,"balcony,air_condition,heating,washing_machine,sattv",,included,included,included,2,1,0,0,0,0,0
20861,4325,35.0,0,view_back_building,"terrace,air_condition,heating,washing_machine,sattv,seaside",,included,included,included,2,0,0,0,0,0,0
10164,4333,72.0,1,view_sea,"balcony,air_condition,washing_machine,sattv,safe,internet_wireless",,included,included,included,2,0,0,0,0,0,0
10165,4333,72.0,2,,"balcony,air_condition,washing_machine,sattv,safe,internet_wireless,refrigerator,dishwasher,dishes,freezer,microwave,coffee,tea,stove",,included,included,included,4,2,0,0,0,0,0
10166,4333,72.0,3,,"balcony,air_condition,washing_machine,sattv,safe,internet_wireless,refrigerator,dishwasher,dishes,freezer,microwave,coffee,tea,stove",,included,included,included,4,2,0,0,0,0,0
10167,4334,27.0,0,,"terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_gas,microwave,coffee",,included,included,included,2,2,0,0,0,0,0
10168,4334,27.0,0,,"terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_gas,microwave,coffee",,included,included,included,2,2,0,0,0,0,0
10169,4335,85.0,1,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,dishwasher,dishes,coffee,stove",,included,included,included,6,0,0,0,0,0,0
21540,4335,28.0,0,,"terrace,air_condition,tv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,2,2,0,0,0,0,0
10178,4339,41.0,0,,"terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,coffee,stove",,included,included,included,2,1,0,0,0,0,0
10179,4339,41.0,0,,"terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,coffee,tea,stove",,included,included,included,2,1,0,0,0,0,0
18638,4339,72.0,0,view_sea,"terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,coffee,tea,stove",,included,included,included,4,2,0,0,0,0,0
10180,4340,0.0,0,,,,included,included,included,3,0,0,0,0,0,0
10181,4341,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
18604,4341,45.0,1,view_sea,"balcony,washing_machine,sattv,refrigerator,dishwasher,oven,microwave,coffee,stove,toaster",,included,included,included,4,0,0,0,0,0,0
10187,4342,53.0,2,view_sea,"balcony,air_condition,heating,washing_machine,sattv,internet_wireless",,included,not_available,included,2,0,0,0,0,0,0
10188,4342,53.0,2,view_sea,"balcony,air_condition,washing_machine,sattv,internet_wireless",,included,not_available,included,2,0,0,0,0,0,0
10190,4344,70.0,0,view_sea,"balcony,air_condition,sattv,internet_wireless",,included,included,included,4,1,0,0,0,0,0
10202,4349,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
10203,4349,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
10204,4349,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10213,4354,14.0,0,,"balcony,terrace,internet_wireless,private_barbecue",,included,included,included,2,0,0,0,0,0,0
10214,4354,14.0,0,,"balcony,terrace,air_condition,sattv,internet_wireless,billard,outside_shower",,included,included,included,2,0,0,0,0,0,0
10215,4354,15.0,0,,"balcony,terrace,air_condition,sattv,internet_wireless,billard,outside_shower",,included,included,included,2,0,0,0,0,0,0
10216,4354,15.0,0,,"balcony,terrace,air_condition,sattv,internet_wireless,billard,outside_shower",,included,included,included,2,0,0,0,0,0,0
10217,4354,40.0,3,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,outside_shower,dishes,microwave,coffee,stove",,included,included,included,4,0,0,0,0,0,0
10218,4354,28.0,3,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,billard,outside_shower,dishes,microwave,coffee,stove",,included,included,included,2,2,0,0,0,0,0
23138,4354,15.0,0,,"balcony,terrace,air_condition,sattv,internet_wireless,billard,outside_shower",,included,included,included,2,0,0,0,0,0,0
23139,4354,14.0,0,,"balcony,terrace,internet_wireless,private_barbecue",,included,included,included,2,0,0,0,0,0,0
10222,4357,45.0,0,,"balcony,air_condition,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,4,0,0,0,0,0,0
10223,4358,90.0,0,,"terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishes,cooking_electric,coffee",,included,included,included,6,0,0,0,0,0,0
10224,4359,0.0,0,,,,included,included,included,3,0,0,0,0,0,0
18704,4359,65.0,1,,"terrace,air_condition,heating,sattv,internet_wireless,refrigerator,private_barbecue,dishes,coffee,tea,stove,toaster",,included,included,included,4,1,0,0,0,0,0
10233,4365,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10234,4366,45.0,0,,"balcony,air_condition,washing_machine,tv,sattv,internet_wireless,refrigerator,outdoor_dining_area,dishes,cooking_electric,coffee,stove",,included,included,included,2,2,0,0,0,0,0
23520,4366,35.0,0,,"terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,outdoor_dining_area,grilling_not_allowed,dishes,cooking_gas,cooking_electric,coffee,stove",,included,included,included,2,0,0,0,0,0,0
10236,4368,90.0,0,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,dishes,cooking_electric,coffee",,included,included,included,4,0,0,0,0,0,0
10246,4372,85.0,0,view_sea,"balcony,terrace,air_condition,sattv,internet_wireless",,included,included,included,4,1,0,0,0,0,0
10247,4372,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10248,4372,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10249,4372,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10250,4373,50.0,1,view_sea,"balcony,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
10251,4373,50.0,2,view_sea,"balcony,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
10252,4373,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10253,4374,70.0,0,view_sea,"terrace,air_condition,washing_machine,hairdryer,sattv,safe,internet_wireless",,included,included,included,4,1,0,0,0,0,0
10254,4374,38.0,1,view_sea,"balcony,air_condition,hairdryer,sattv,safe,internet_wireless",,included,included,included,2,1,0,0,0,0,0
10255,4374,65.0,1,view_sea,"balcony,air_condition,washing_machine,hairdryer,sattv,safe,internet_wireless",,included,included,included,4,1,0,0,0,0,0
10263,4379,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10264,4379,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10265,4379,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10266,4379,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10267,4379,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10268,4379,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10269,4379,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
10273,4380,54.0,1,,"balcony,air_condition,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,2,2,0,0,0,0,0
10274,4380,51.0,1,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,outside_shower,dishes,coffee,stove",,included,included,included,2,2,0,0,0,0,0
10275,4380,53.0,2,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,outside_shower,dishes,coffee,stove",,included,included,included,2,2,0,0,0,0,0
10276,4380,51.0,2,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,outside_shower,dishes,coffee,stove",,included,included,included,2,2,0,0,0,0,0
20533,4380,51.0,0,view_sea,"terrace,air_condition,sattv,internet_wireless,refrigerator,outdoor_dining_area,outside_shower,coffee,stove",,included,included,included,2,2,0,0,0,0,0
10283,4385,0.0,0,,,,included,included,included,2,2,0,0,0,0,0
10284,4385,0.0,0,,,,included,included,included,2,2,0,0,0,0,0
10291,4388,73.0,0,,"terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishes,microwave,coffee,tea,stove",,included,included,included,4,2,0,0,0,0,0
10342,4415,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
10343,4416,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
21787,4416,0.0,0,,,,included,included,included,0,0,0,0,0,0,0
10344,4417,0.0,0,,,,included,included,included,6,0,0,0,0,0,0
10357,4424,41.0,1,,"balcony,terrace,air_condition,iron,hairdryer,sattv,internet_wireless,refrigerator,dishes,cooking_electric,coffee,tea",,included,included,included,2,2,0,0,0,0,0
22682,4424,52.0,1,,"balcony,terrace,air_condition,iron,hairdryer,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_electric,coffee,tea",,included,included,included,4,1,0,0,0,0,0
22683,4424,27.0,0,,"terrace,air_condition,iron,hairdryer,sattv,internet_wireless,refrigerator,dishes,cooking_electric,coffee,tea",,included,included,included,2,2,0,0,0,0,0
14100,5420,46.0,0,"view_sea,view_garden,view_back_building","terrace,air_condition,hairdryer,dvd,sattv,internet_wireless",,included,included,included,3,0,0,0,0,0,0
14108,5424,55.0,0,,"terrace,air_condition,hairdryer,sattv,internet_wireless,refrigerator,dishes,microwave,coffee,stove",,included,included,included,2,1,0,0,0,0,0
14109,5424,65.0,1,,"balcony,terrace,air_condition,sattv,safe,internet_wireless,refrigerator,dishes,microwave,coffee,stove",,included,included,included,2,1,0,0,0,0,0
14110,5424,90.0,1,,"balcony,terrace,air_condition,sattv,safe,internet_wireless,refrigerator,dishes,microwave,coffee,stove",,included,included,included,4,1,0,0,0,0,0
14111,5424,130.0,2,,"balcony,terrace,air_condition,washing_machine,sattv,safe,internet_wireless,refrigerator,dishwasher,dishes,microwave,coffee,stove",,included,included,included,4,1,0,0,0,0,0
14270,5463,0.0,0,,,,included,included,included,4,1,0,0,0,0,0
14353,5491,25.0,0,"view_street_quiet,view_back_building","terrace,air_condition,sattv",,included,included,included,2,0,0,0,0,0,0
14354,5492,60.0,1,,"balcony,air_condition,heating,sattv,safe,internet_wireless,refrigerator,dishwasher,grilling_not_allowed,dishes,cooking_electric,coffee,toaster",,included,included,included,4,0,0,0,0,0,0
14355,5492,25.0,1,,"balcony,air_condition,heating,sattv,internet_wireless,refrigerator,grilling_not_allowed,dishes,cooking_electric,coffee",,included,included,included,2,0,0,0,0,0,0
14356,5492,60.0,2,,"balcony,air_condition,heating,sattv,safe,internet_wireless,refrigerator,dishwasher,grilling_not_allowed,dishes,cooking_electric,microwave,coffee",,included,included,included,4,0,0,0,0,0,0
14357,5492,25.0,2,,"balcony,air_condition,heating,sattv,internet_wireless,refrigerator,grilling_not_allowed,dishes,cooking_electric,coffee",,included,included,included,2,0,0,0,0,0,0
14358,5493,70.0,3,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,cooking_gas,cooking_electric,microwave,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
14359,5493,85.0,0,"view_sea,view_garden","terrace,air_condition,heating,tv,sattv,internet_wireless",,included,included,included,2,2,0,0,0,0,0
21516,5493,55.0,1,,"balcony,air_condition,washing_machine,hairdryer,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_electric,microwave,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
14360,5494,0.0,0,,,,included,included,included,6,0,0,0,0,0,0
22947,5494,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
14361,5495,85.0,0,,"balcony,air_condition,heating,washing_machine,sattv,internet_wireless",,included,included,included,6,0,0,0,0,0,0
25113,5495,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
14362,5496,0.0,0,,,,included,included,included,6,0,0,0,0,0,0
14364,5497,66.0,0,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,dishes,coffee,stove",,included,included,included,6,0,0,0,0,0,0
14365,5497,54.0,0,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,dishes,coffee,stove",,included,included,included,4,0,0,0,0,0,0
14366,5498,0.0,0,,,,included,included,included,3,0,0,0,0,0,0
22718,5498,0.0,0,,,,included,included,included,3,0,0,0,0,0,0
22719,5498,0.0,0,,,,included,included,included,3,0,0,0,0,0,0
22720,5498,0.0,0,,,,included,included,included,3,0,0,0,0,0,0
22721,5498,0.0,0,,,,included,included,included,2,2,0,0,0,0,0
14367,5499,0.0,0,,,,included,included,included,3,1,0,0,0,0,0
18771,5499,70.0,0,,"terrace,air_condition,washing_machine,sattv,refrigerator,grilling_not_allowed,dishes,coffee,stove",,included,included,included,2,2,0,0,0,0,0
14368,5500,86.0,0,view_garden,"terrace,air_condition,washing_machine,hairdryer,sattv,internet_wireless",,included,included,included,4,0,0,0,0,0,0
14371,5502,0.0,0,,,,included,included,included,3,0,0,0,0,0,0
14374,5504,80.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,outdoor_dining_area,dishes,coffee,tea,stove,toaster",,included,included,included,4,1,0,0,0,0,0
14375,5504,55.0,1,,"balcony,air_condition,sattv,internet_wireless,refrigerator,dishes,coffee,tea,stove",,included,included,included,4,0,0,0,0,0,0
18010,5504,0.0,0,,,,included,included,included,0,0,0,0,0,0,0
14389,5512,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
14407,5522,68.0,1,,"balcony,terrace,air_condition,washing_machine,hairdryer,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,microwave,coffee,stove",,included,included,included,4,0,0,0,0,0,0
14408,5522,33.0,0,,"terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,private_barbecue,dishes,microwave,coffee,stove",,included,included,included,2,1,0,0,0,0,0
24449,5522,20.0,1,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,private_barbecue,dishes,coffee,stove",,included,included,included,0,2,0,0,0,0,0
14409,5523,60.0,0,,"balcony,terrace,air_condition,heating,sattv,internet_wireless,refrigerator,private_barbecue,dishes,coffee,stove",,included,included,included,4,0,0,0,0,0,0
18815,5523,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
18816,5523,60.0,0,,"terrace,air_condition,heating,washing_machine,hairdryer,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,4,1,0,0,0,0,0
18817,5523,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
14410,5524,110.0,0,,"terrace,air_condition,heating,washing_machine,hairdryer,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,cooking_electric,coffee,tea",,included,included,included,4,1,0,0,0,0,0
14453,5548,36.0,0,,"balcony,air_condition,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,3,0,0,0,0,0,0
14454,5548,22.0,0,,"balcony,air_condition,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,2,0,0,0,0,0,0
14455,5548,25.0,0,,"balcony,air_condition,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,2,0,0,0,0,0,0
14456,5548,36.0,0,,"balcony,air_condition,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,2,1,0,0,0,0,0
14457,5548,45.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,4,0,0,0,0,0,0
14458,5548,36.0,0,,"balcony,air_condition,sattv,internet_wireless",,included,included,included,2,2,0,0,0,0,0
14459,5549,65.0,0,"view_center,view_street_quiet","balcony,air_condition,sattv,internet_wireless",,included,included,included,4,0,0,0,0,0,0
14460,5550,63.0,0,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,coffee,stove",,included,included,included,4,3,0,0,0,0,0
14463,5554,42.0,1,,"balcony,air_condition,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,cooking_electric,microwave,coffee,tea,toaster",,included,included,included,2,0,0,0,0,0,0
14464,5554,57.0,0,,"balcony,terrace,air_condition,hairdryer,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,cooking_electric,microwave,coffee,tea,toaster",,included,included,included,4,0,0,0,0,0,0
14465,5554,94.0,2,,"balcony,terrace,air_condition,tv,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,cooking_electric,microwave,coffee,tea,toaster",,included,included,included,6,2,0,0,0,0,0
14482,5558,80.0,1,view_sea,"balcony,air_condition,washing_machine,sattv",,included,included,included,4,1,0,0,0,0,0
14483,5559,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
14486,5561,92.0,0,,"terrace,air_condition,heating,washing_machine,sattv,internet_wireless,refrigerator,outside_shower,dishes,cooking_electric,microwave,coffee,stove",,included,included,included,8,1,0,0,0,0,0
14487,5561,110.0,1,view_sea,"balcony,air_condition,washing_machine,tv,sattv,internet_wireless",,included,included,included,8,1,0,0,0,0,0
14488,5561,100.0,1,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,outside_shower,dishes,microwave,coffee,stove,toaster",,included,included,included,8,0,0,0,0,0,0
21344,5561,110.0,2,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,outside_shower,dishes,microwave,coffee,tea,stove,toaster",,included,included,included,8,0,0,0,0,0,0
24932,5561,85.0,0,,"terrace,air_condition,washing_machine,hairdryer,sattv,internet_wireless,private_barbecue",,included,included,included,6,2,0,0,0,0,0
14535,5577,70.0,1,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishes,microwave,coffee,stove",,included,included,included,4,1,0,0,0,0,0
14536,5577,45.0,1,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,private_barbecue,dishes,microwave,coffee,stove",,included,included,included,2,2,0,0,0,0,0
14537,5577,70.0,2,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,private_barbecue,dishes,microwave,coffee,stove",,included,included,included,4,1,0,0,0,0,0
14538,5577,45.0,2,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,private_barbecue,dishes,microwave,coffee,stove",,included,included,included,2,2,0,0,0,0,0
14539,5578,80.0,0,,"terrace,air_condition,heating,washing_machine,tv,sattv,internet_wireless,refrigerator,dishes,cooking_electric,microwave,coffee,stove",,included,included,included,4,2,0,0,0,0,0
14540,5578,70.0,1,,"terrace,air_condition,heating,washing_machine,sattv,internet_wireless,refrigerator,dishes,microwave,coffee,tea,stove",,included,included,included,4,2,0,0,0,0,0
14541,5578,70.0,2,"view_sea,view_street_quiet","balcony,air_condition,heating,washing_machine,sattv,internet_wireless",,included,included,included,4,2,0,0,0,0,0
14542,5578,70.0,3,"view_sea,view_street_quiet","balcony,air_condition,heating,washing_machine,sattv,internet_wireless",,included,included,included,4,2,0,0,0,0,0
14567,5588,80.0,1,,"balcony,air_condition,hairdryer,sattv,internet_wireless,refrigerator,dishwasher,dishes,microwave,coffee,stove",,included,included,included,6,1,0,0,0,0,0
18597,5588,80.0,2,,"balcony,air_condition,hairdryer,sattv,internet_wireless,refrigerator,dishwasher,dishes,coffee,tea,stove,toaster",,included,included,included,4,0,0,0,0,0,0
14575,5593,50.0,2,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,microwave,coffee,tea,stove",,included,included,included,4,1,0,0,0,0,0
14576,5593,24.0,1,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_gas,coffee,tea",,included,included,included,3,0,0,0,0,0,0
14577,5594,50.0,0,view_garden,"terrace,sattv",,included,included,included,2,2,0,0,0,0,0
18942,5594,50.0,1,"view_sea,view_garden","terrace,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
14590,5601,0.0,0,"view_sea,view_garden","balcony,air_condition,sattv,internet_wireless",,included,included,included,6,0,0,0,0,0,0
23102,5601,0.0,0,,,,included,included,included,6,0,0,0,0,0,0
14597,5608,100.0,0,,"balcony,terrace,air_condition,dvd,sattv,safe,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,freezer,cooking_gas,microwave,coffee",,included,included,included,6,0,0,0,0,0,0
14601,5610,80.0,1,view_sea,"balcony,air_condition,heating,sattv,internet_wireless,refrigerator,grilling_not_allowed,freezer,oven,coffee,stove",,included,included,included,6,0,0,0,0,0,0
14610,5614,54.0,0,,"terrace,sattv,internet_wireless,refrigerator,dishes,microwave,coffee,stove",,included,included,included,5,0,0,0,0,0,0
14611,5614,83.0,2,,"balcony,air_condition,sattv,internet_wireless,refrigerator,dishes,microwave,coffee,stove",,included,included,included,6,0,0,0,0,0,0
14620,5617,27.0,2,,"balcony,air_condition,heating,iron,hairdryer,radio,sattv,internet_wireless,refrigerator,outdoor_dining_area,vaccumcleaner,dishes,cooking_electric,microwave,coffee,tea,stove,toaster,cooking_highchair",,included,included,included,2,0,0,0,0,0,0
18272,5617,80.0,1,"view_sea,view_forest,view_garden","balcony,air_condition,washing_machine,sattv,internet_wireless",,included,included,included,4,0,0,0,0,0,0
21229,5617,55.0,0,,"terrace,air_condition,washing_machine,iron,sattv,safe,internet_wireless,refrigerator,outdoor_dining_area,dishes,cooking_gas,cooking_electric,microwave,coffee,tea,stove",,included,included,included,4,0,0,0,0,0,0
22527,5617,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
14621,5618,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
14639,5632,80.0,1,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,outside_shower,dishes,microwave,coffee,tea,stove,toaster",,included,included,included,4,2,0,0,0,0,0
20837,5632,35.0,1,,"balcony,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,outside_shower,dishes,microwave,coffee,stove",,included,included,included,2,1,0,0,0,0,0
20838,5632,55.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,outside_shower,dishes,cooking_electric,microwave,coffee,tea",,included,included,included,4,2,0,0,0,0,0
24445,5632,80.0,0,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,outside_shower,dishes,cooking_electric,microwave,coffee",,included,included,included,5,2,0,0,0,0,0
24446,5632,45.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,outside_shower,dishes,cooking_electric,microwave,coffee,tea",,included,included,included,3,2,0,0,0,0,0
14643,5634,64.0,0,,"terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,coffee,stove",,included,included,included,2,2,0,0,0,0,0
14644,5634,36.0,0,,"terrace,washing_machine,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,2,1,0,0,0,0,0
14652,5640,140.0,0,,"balcony,terrace,air_condition,washing_machine,iron,hairdryer,tv,sattv,internet_wireless,private_barbecue,outdoor_dining_area",,included,included,included,6,2,0,0,0,0,0
14655,5642,0.0,0,,,,included,included,included,2,2,0,0,0,0,0
14676,5660,25.0,1,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,dishes,cooking_electric,coffee,tea,stove",,included,included,included,2,0,0,0,0,0,0
14677,5660,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
14678,5660,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
14679,5660,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
21925,5660,25.0,1,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,dishes,cooking_electric,coffee,tea,stove",,included,included,included,2,1,0,0,0,0,0
14680,5661,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
14681,5661,50.0,0,,,,included,included,included,4,0,0,0,0,0,0
14682,5661,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
24463,5661,50.0,0,,"terrace,air_condition,internet_wireless,refrigerator,outdoor_dining_area,dishes,coffee,stove,toaster",,included,included,included,4,0,0,0,0,0,0
14687,5665,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
14692,5669,92.0,2,,"balcony,air_condition,washing_machine,iron,hairdryer,sattv,internet_wireless,refrigerator,dishwasher,grilling_not_allowed,dishes,microwave,coffee,tea,stove,toaster",,included,included,included,4,0,0,0,0,0,0
14722,5683,50.0,1,view_sea,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,oven,coffee,tea,stove",,included,included,included,4,0,0,0,0,0,0
22730,5683,40.0,0,,"terrace,sattv,internet_wireless,refrigerator,coffee,tea,stove,toaster",,included,included,included,2,0,0,0,0,0,0
14736,5690,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
14737,5691,0.0,0,,,,included,included,included,2,2,0,0,0,0,0
14738,5691,0.0,0,,,,included,included,included,2,2,0,0,0,0,0
14739,5691,0.0,0,,,,included,included,included,2,2,0,0,0,0,0
14740,5691,0.0,0,,,,included,included,included,2,2,0,0,0,0,0
14741,5692,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
14742,5693,30.0,1,,"balcony,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_electric,coffee,toaster",,included,included,included,2,0,0,0,0,0,0
