id,id_property,area,floor,char_view,char_general,char_bathroom,bed_linen,towels,dish_towels,beds_basic,beds_additional,broj_kreveta,broj_pom_kreveta,max_odraslih,min_ljudi,min_boravak
3622,1817,50.0,0,,"terrace,sattv",,included,included,included,2,1,0,0,0,0,0
3623,1817,100.0,1,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,dishes,microwave,coffee,tea,stove,toaster",,included,included,included,4,0,0,0,0,0,0
23113,1817,100.0,2,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishes,microwave,coffee,tea,stove",,included,included,included,4,0,0,0,0,0,0
3624,1818,50.0,2,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,outdoor_dining_area,grilling_not_allowed,outside_shower,dishes,cooking_electric,microwave,coffee,tea,stove,toaster",,included,included,included,4,0,0,0,0,0,0
3625,1819,130.0,3,"view_sea,view_street_quiet","balcony,terrace,air_condition,heating,iron,hairdryer,sattv",,included,included,included,8,0,0,0,0,0,0
3626,1819,60.0,1,"view_sea,view_forest,view_street_quiet","balcony,air_condition,heating,hairdryer,sattv",,included,included,included,2,0,0,0,0,0,0
3628,1819,45.0,2,"view_sea,view_forest,view_street_quiet","balcony,air_condition,heating,hairdryer,sattv",,included,included,included,2,0,0,0,0,0,0
3629,1819,35.0,1,"view_garden,view_back_building","terrace,air_condition,heating,hairdryer,sattv",,included,included,included,2,2,0,0,0,0,0
3630,1819,60.0,2,"view_sea,view_forest","balcony,air_condition,heating,hairdryer,sattv",,included,included,included,2,0,0,0,0,0,0
3631,1819,45.0,2,"view_sea,view_forest","balcony,air_condition,heating,hairdryer,sattv",,included,included,included,2,0,0,0,0,0,0
3632,1819,35.0,2,view_forest,"balcony,air_condition,heating,hairdryer,sattv",,included,included,included,2,2,0,0,0,0,0
18177,1819,35.0,1,"view_garden,view_back_building","terrace,air_condition,sattv",,included,included,included,2,0,0,0,0,0,0
18178,1819,35.0,2,"view_garden,view_back_building","terrace,air_condition,sattv",,included,included,included,2,0,0,0,0,0,0
3633,1820,45.0,2,,"balcony,terrace,air_condition,heating,sattv,internet_wireless,refrigerator,private_barbecue,dishes,microwave,coffee,stove",,included,included,included,2,2,0,0,0,0,0
3634,1820,22.0,2,,"balcony,terrace,air_condition,heating,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_electric,microwave,coffee,stove",,included,included,included,2,0,0,0,0,0,0
3635,1820,45.0,2,,"balcony,terrace,air_condition,heating,sattv,internet_wireless,refrigerator,private_barbecue,outdoor_dining_area,dishes,cooking_electric,microwave,coffee",,included,included,included,4,0,0,0,0,0,0
3636,1820,75.0,3,,"balcony,terrace,air_condition,heating,washing_machine,sattv,internet_wireless,refrigerator,outdoor_dining_area,dishes,cooking_electric,microwave,coffee",,included,included,included,2,2,0,0,0,0,0
3637,1820,45.0,1,view_back_building,"terrace,air_condition,heating,sattv,internet_network",,included,included,included,2,2,0,0,0,0,0
3638,1820,25.0,0,"view_garden,view_back_building","terrace,air_condition,heating,sattv,internet_network",,included,included,included,2,1,0,0,0,0,0
18256,1820,45.0,0,,"balcony,terrace,air_condition,heating,sattv,internet_wireless,refrigerator,private_barbecue,outdoor_dining_area,dishes,cooking_electric,microwave,coffee,stove",,included,included,included,2,2,0,0,0,0,0
18264,1820,22.0,0,,"terrace,air_condition,heating,sattv,internet_wireless,refrigerator,private_barbecue,outdoor_dining_area,dishes,cooking_electric,microwave,coffee",,included,included,included,2,0,0,0,0,0,0
3654,1829,50.0,1,,"balcony,air_condition,sattv,internet_wireless,refrigerator,dishes,cooking_electric,microwave,coffee,tea",,included,included,included,4,1,0,0,0,0,0
3655,1829,28.0,0,,"terrace,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_electric,microwave,coffee,tea",,included,included,included,3,0,0,0,0,0,0
3656,1831,65.0,0,"view_park,view_street_quiet","balcony,air_condition,heating,sattv",,included,included,included,2,2,0,0,0,0,0
3659,1831,104.0,3,"view_sea,view_park,view_street_quiet","balcony,air_condition,heating,sattv",,included,included,included,4,0,0,0,0,0,0
3877,1831,65.0,0,view_street_quiet,"balcony,air_condition,heating,sattv",,included,included,included,2,2,0,0,0,0,0
3879,1831,60.0,1,,"balcony,terrace,air_condition,heating,washing_machine,sattv,safe,internet_wireless,refrigerator,dishes,cooking_electric,microwave,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
3880,1831,65.0,1,,"terrace,air_condition,sattv,safe,internet_wireless,refrigerator,outdoor_dining_area,dishes,cooking_electric,microwave,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
3881,1831,60.0,2,,"balcony,terrace,air_condition,heating,washing_machine,sattv,safe,internet_wireless,refrigerator,dishes,cooking_electric,microwave,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
3882,1831,60.0,2,,"balcony,air_condition,heating,washing_machine,sattv,safe,internet_wireless,refrigerator,dishes,cooking_electric,microwave,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
22847,1831,104.0,3,,"balcony,air_condition,heating,washing_machine,sattv,safe,internet_wireless,refrigerator,dishwasher,dishes,freezer,cooking_electric,coffee,tea,stove,toaster",,included,included,included,4,0,0,0,0,0,0
24478,1831,60.0,0,,"terrace,air_condition,heating,sattv,safe,internet_wireless,refrigerator,dishes,cooking_electric,microwave,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
3660,1832,60.0,0,,"terrace,air_condition,heating,washing_machine,tv,sattv,safe,internet_wireless,refrigerator,dishes,cooking_electric,coffee,stove,toaster",,included,included,included,2,2,0,0,0,0,0
3883,1832,60.0,0,,"terrace,air_condition,heating,washing_machine,tv,sattv,safe,internet_wireless,refrigerator,dishes,cooking_electric,coffee,stove,toaster",,included,included,included,2,2,0,0,0,0,0
3886,1832,60.0,2,,"balcony,air_condition,heating,washing_machine,tv,sattv,safe,internet_wireless,refrigerator,dishes,cooking_electric,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
3915,1832,60.0,0,,"balcony,air_condition,heating,washing_machine,tv,sattv,safe,internet_wireless,refrigerator,dishes,cooking_electric,coffee,stove,toaster",,included,included,included,2,2,0,0,0,0,0
3917,1832,65.0,2,"view_sea,view_street_quiet,view_garden","terrace,air_condition,heating,sattv",,included,included,included,2,2,0,0,0,0,0
3918,1832,60.0,2,,"balcony,air_condition,heating,washing_machine,tv,sattv,safe,internet_wireless,refrigerator,dishes,cooking_electric,coffee,stove,toaster",,included,included,included,2,2,0,0,0,0,0
25472,1832,104.0,0,,"balcony,air_condition,heating,sattv,safe,internet_wireless,refrigerator,dishwasher,dishes,freezer,cooking_electric,coffee,tea,toaster",,included,included,included,4,0,0,0,0,0,0
3691,1844,90.0,1,"view_sea,view_center","balcony,terrace,air_condition,heating,sattv,internet_wireless",,included,included,included,5,0,0,0,0,0,0
3697,1846,75.0,0,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,4,1,0,0,0,0,0
3707,1850,50.0,0,"view_garden,view_back_building","terrace,air_condition,washing_machine,tv,sattv,internet_wireless,refrigerator,dishwasher,clothesdryer,freezer,oven,coffee,tea,stove,cooking_highchair",,included,included,included,4,1,0,0,0,0,0
3708,1850,39.0,1,"view_sea,view_street_quiet,view_garden","balcony,air_condition,tv,sattv,internet_wireless,refrigerator,clothesdryer,microwave,coffee,tea,stove,cooking_highchair",,included,included,included,2,1,0,0,0,0,0
3744,1852,82.0,1,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,outside_shower,dishes,cooking_electric,microwave,coffee,tea,toaster,cooking_highchair",,included,included,included,4,1,0,0,0,0,0
20611,1852,90.0,2,,"balcony,air_condition,washing_machine,sattv,internet_wireless,private_barbecue",,included,included,included,4,1,0,0,0,0,0
3745,1867,60.0,0,,"balcony,air_condition,heating,sattv,internet_wireless,refrigerator,grilling_not_allowed,dishes,cooking_electric,microwave,coffee,tea",,included,included,included,4,0,0,0,0,0,0
3778,1867,60.0,0,,"terrace,air_condition,heating,washing_machine,sattv,internet_wireless,refrigerator,grilling_not_allowed,dishes,cooking_electric,microwave,coffee,tea",,included,included,included,4,0,0,0,0,0,0
3779,1867,45.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,grilling_not_allowed,dishes,cooking_electric,microwave,coffee,tea",,included,included,included,2,2,0,0,0,0,0
3781,1867,40.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,grilling_not_allowed,dishes,cooking_electric,microwave,coffee,tea",,included,included,included,2,1,0,0,0,0,0
3812,1890,42.0,1,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,2,2,0,0,0,0,0
3815,1890,39.0,2,,"balcony,air_condition,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,2,2,0,0,0,0,0
3816,1890,48.0,1,"view_sea,view_street_quiet","terrace,air_condition,heating,sattv",,included,included,included,2,2,0,0,0,0,0
3817,1890,45.0,0,"view_sea,view_street_quiet","terrace,air_condition,heating,sattv",,included,included,included,2,2,0,0,0,0,0
25229,1890,0.0,0,,,,included,included,included,3,0,0,0,0,0,0
3928,1926,45.0,1,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,coffee,tea,stove",,included,included,included,2,2,0,0,0,0,0
3930,1926,50.0,1,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,freezer,coffee,stove",,included,included,included,4,0,0,0,0,0,0
3931,1926,32.0,0,"view_garden,view_back_building","terrace,air_condition,heating,sattv",,included,included,included,2,1,0,0,0,0,0
4486,1926,50.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,microwave,coffee,stove",,included,included,included,2,2,0,0,0,0,0
4492,1926,90.0,0,view_sea,"balcony,air_condition,washing_machine,sattv",,included,included,included,4,2,0,0,0,0,0
18164,1926,90.0,0,view_sea,"terrace,air_condition,washing_machine,sattv",,included,included,included,4,4,0,0,0,0,0
23584,1926,80.0,2,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,freezer,microwave,coffee,stove",,included,included,included,6,2,0,0,0,0,0
4511,2149,28.0,1,,"balcony,air_condition,sattv,internet_wireless,refrigerator,grilling_not_allowed,dishes,cooking_electric,coffee",,included,included,included,2,0,0,0,0,0,0
24063,2149,28.0,0,,"balcony,air_condition,sattv,internet_wireless,refrigerator,dishes,coffee,tea,stove,toaster",,included,included,included,2,0,0,0,0,0,0
4519,2150,85.0,0,,"terrace,air_condition,washing_machine,iron,sattv",,included,included,included,2,0,0,0,0,0,0
7019,2150,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
4537,2160,45.0,0,"view_sea,view_street_quiet,view_garden","terrace,sattv,internet_wireless",,included,included,included,4,0,0,0,0,0,0
4539,2161,80.0,1,,"balcony,air_condition,tv,sattv,internet_wireless,refrigerator,dishes,coffee,stove,toaster",,included,included,included,4,1,0,0,0,0,0
4546,2166,90.0,1,view_sea,"terrace,sattv",,included,included,included,4,0,0,0,0,0,0
4548,2166,60.0,1,view_garden,"balcony,sattv",,included,included,included,2,0,0,0,0,0,0
4556,2173,55.0,0,"view_park,view_back_building","terrace,sattv",,included,included,included,2,2,0,0,0,0,0
4559,2175,91.0,0,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,dishwasher,dishes,microwave,coffee,stove,toaster",,included,included,included,8,0,0,0,0,0,0
4564,2178,64.0,1,,"balcony,air_condition,heating,sattv,internet_wireless,refrigerator,dishes,coffee,stove",,included,included,included,5,0,0,0,0,0,0
4597,2178,20.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,coffee,stove",,included,included,included,2,0,0,0,0,0,0
4634,2178,64.0,2,view_sea,"balcony,terrace,air_condition,sattv",,included,included,included,4,1,0,0,0,0,0
4635,2178,20.0,1,view_sea,"balcony,terrace,air_condition,sattv",,included,included,included,2,0,0,0,0,0,0
4636,2178,38.0,0,view_sea,"balcony,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
4637,2178,38.0,0,view_sea,"balcony,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
24727,2178,0.0,0,,,,included,included,included,0,0,0,0,0,0,0
4589,2187,39.0,0,"view_sea,view_center","terrace,air_condition,washing_machine,sattv,internet_wireless",,included,included,included,2,2,0,0,0,0,0
10197,2187,90.0,1,view_sea,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless",,included,included,included,4,0,0,0,0,0,0
18247,2187,90.0,1,view_sea,"balcony,air_condition,sattv,internet_wireless",,included,included,included,4,0,0,0,0,0,0
4590,2189,32.0,0,"view_street_quiet,view_garden,view_back_building","terrace,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
4591,2189,35.0,0,"view_street_quiet,view_garden,view_back_building","terrace,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
4592,2189,80.0,1,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_electric,coffee,tea,stove",,included,included,included,6,2,0,0,0,0,0
4593,2189,80.0,2,"view_sea,view_street_quiet","balcony,terrace,air_condition,sattv",,included,included,included,7,2,0,0,0,0,0
18441,2189,32.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_electric,coffee,tea,stove",,included,included,included,2,2,0,0,0,0,0
18442,2189,80.0,2,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_electric,coffee,tea,stove",,included,included,included,6,2,0,0,0,0,0
24471,2189,34.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_electric,coffee,tea,stove",,included,included,included,2,2,0,0,0,0,0
4638,2211,52.0,0,view_sea,"balcony,heating,washing_machine,sattv",,included,included,included,2,1,0,0,0,0,0
4651,2224,46.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,outside_shower,dishes,coffee,stove",,included,included,included,2,1,0,0,0,0,0
4653,2224,46.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,outside_shower,dishes,coffee,stove",,included,included,included,2,1,0,0,0,0,0
4659,2224,90.0,3,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,outside_shower,dishes,microwave,coffee,stove",,included,included,included,5,0,0,0,0,0,0
8121,2224,97.0,2,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,outside_shower,dishes,microwave,coffee,stove",,included,included,included,4,0,0,0,0,0,0
8122,2224,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
4722,2242,33.0,0,"view_sea,view_forest","terrace,heating,washing_machine,hairdryer,sattv,internet_wireless,refrigerator,coffee,stove",,included,included,included,2,1,0,0,0,0,0
4727,2242,40.0,0,view_sea,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,coffee,stove",,included,included,included,3,1,0,0,0,0,0
4729,2242,34.0,0,view_sea,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,coffee,stove",,included,included,included,3,0,0,0,0,0,0
4731,2242,34.0,2,view_sea,"balcony,terrace,air_condition,washing_machine,sattv,refrigerator,coffee,stove",,included,included,included,3,0,0,0,0,0,0
4745,2246,33.0,0,view_garden,"terrace,air_condition,hairdryer,sattv,internet_wireless,refrigerator,microwave,coffee,stove",,included,included,included,2,1,0,0,0,0,0
4746,2246,80.0,0,view_garden,"terrace,air_condition,hairdryer,sattv,internet_wireless",,included,included,included,4,2,0,0,0,0,0
4747,2246,32.0,0,view_garden,"terrace,air_condition,hairdryer,sattv,internet_wireless",,included,included,included,2,0,0,0,0,0,0
4748,2246,44.0,1,,"balcony,terrace,air_condition,refrigerator,private_barbecue,outside_shower,dishes,freezer,coffee,stove",,included,included,included,2,2,0,0,0,0,0
4749,2246,48.0,1,view_sea,"balcony,terrace,air_condition,hairdryer,sattv,internet_wireless,refrigerator,microwave,coffee,stove",,included,included,included,2,2,0,0,0,0,0
4750,2246,42.0,1,view_sea,"balcony,terrace,air_condition,hairdryer,sattv,internet_wireless,refrigerator,oven,microwave,coffee,stove,cooking_highchair",,included,included,included,2,2,0,0,0,0,0
22638,2246,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
4772,2261,90.0,1,"view_sea,view_garden","balcony,terrace,air_condition,washing_machine,iron,sattv",,included,included,included,6,1,0,0,0,0,0
4774,2262,37.0,0,view_garden,"terrace,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
4778,2262,37.0,0,view_garden,"terrace,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
4779,2262,37.0,1,"view_sea,view_street_quiet","terrace,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
4780,2262,34.0,1,,"balcony,terrace,air_condition,heating,washing_machine,sattv,internet_wireless,refrigerator,billard,outside_shower,dishes,cooking_electric,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
4786,2262,37.0,2,,"balcony,terrace,air_condition,heating,washing_machine,sattv,internet_wireless,refrigerator,billard,outside_shower,dishes,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
4787,2262,37.0,0,view_sea,"terrace,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
18867,2262,37.0,1,,"balcony,terrace,air_condition,heating,washing_machine,sattv,internet_wireless,refrigerator,billard,outside_shower,dishes,cooking_electric,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
18868,2262,37.0,2,,"balcony,terrace,air_condition,heating,washing_machine,sattv,internet_wireless,refrigerator,billard,outside_shower,dishes,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
24328,2262,37.0,0,,"terrace,air_condition,heating,washing_machine,sattv,internet_wireless,refrigerator,billard,outside_shower,dishes,microwave,coffee,tea,stove,toaster",,included,included,included,2,2,0,0,0,0,0
4832,2281,72.0,0,,"terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,dishes,microwave,coffee,stove",,included,included,included,6,0,0,0,0,0,0
4834,2281,62.0,1,,"balcony,air_condition,sattv,internet_wireless,refrigerator,grilling_not_allowed,dishes,coffee,stove",,included,included,included,4,1,0,0,0,0,0
4853,2291,55.0,2,,"balcony,air_condition,sattv",,included,included,included,4,1,0,0,0,0,0
4859,2293,95.0,0,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,dishes,microwave,coffee,stove",,included,included,included,6,1,0,0,0,0,0
4878,2300,60.0,1,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,dishwasher,grilling_not_allowed,dishes,coffee,tea,stove",,included,included,included,4,0,0,0,0,0,0
4888,2300,60.0,2,,"terrace,air_condition,sattv,internet_wireless,refrigerator,grilling_not_allowed,dishes,coffee,tea,stove",,included,included,included,4,0,0,0,0,0,0
4889,2301,76.0,2,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,dishwasher,dishes,coffee,tea,stove",,included,included,included,6,0,0,0,0,0,0
4897,2301,41.0,0,,"terrace,sattv,internet_wireless,refrigerator,dishwasher,dishes,coffee,tea,stove",,included,included,included,2,2,0,0,0,0,0
4939,2313,50.0,0,,"balcony,air_condition,iron,hairdryer,sattv,internet_wireless,refrigerator,outdoor_dining_area,grilling_not_allowed,dishes,cooking_electric,microwave,coffee,toaster",,included,included,included,2,2,0,0,0,0,0
4954,2313,28.0,0,,"balcony,air_condition,hairdryer,sattv,internet_wireless,refrigerator,outdoor_dining_area,dishes,coffee,stove",,included,included,included,2,0,0,0,0,0,0
5008,2339,85.0,0,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,microwave,coffee,stove",,included,included,included,4,1,0,0,0,0,0
5009,2341,45.0,0,view_sea,"terrace,air_condition,washing_machine,sattv",,included,included,included,2,2,0,0,0,0,0
5014,2342,65.0,0,,"terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,private_barbecue,dishes,coffee,stove",,included,included,included,4,1,0,0,0,0,0
5027,2342,82.0,2,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,private_barbecue",,included,included,included,6,0,0,0,0,0,0
5028,2343,80.0,1,"view_sea,view_street_quiet","balcony,sattv",,included,included,included,4,0,0,0,0,0,0
21703,2343,62.0,0,,"terrace,air_condition,washing_machine,sattv,internet_wireless",,included,included,included,4,0,0,0,0,0,0
5029,2344,32.0,0,"view_street_quiet,view_garden","terrace,air_condition,hairdryer,sattv",,included,included,included,2,2,0,0,0,0,0
5030,2344,33.0,1,"view_sea,view_street_quiet","balcony,air_condition,hairdryer,sattv",,included,included,included,2,2,0,0,0,0,0
5031,2345,78.0,0,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,dishes,freezer,cooking_electric,microwave,coffee,stove",,included,included,included,5,0,0,0,0,0,0
23335,2345,29.0,0,,"terrace,sattv,internet_wireless,refrigerator,dishes,cooking_gas,cooking_electric,coffee,tea,stove",,included,included,included,2,0,0,0,0,0,0
5032,2347,33.0,0,,"terrace,air_condition,sattv,internet_wireless,refrigerator,dishwasher,outdoor_dining_area,dishes,cooking_electric,coffee,tea",,included,included,included,2,1,0,0,0,0,0
5036,2347,28.0,0,,"terrace,air_condition,sattv",,included,included,included,2,0,0,0,0,0,0
5044,2351,100.0,0,"view_sea,view_street_quiet","balcony,terrace,air_condition,sattv",,included,included,included,4,0,0,0,0,0,0
5045,2352,25.0,1,"view_sea,view_street_quiet,view_garden","balcony,terrace,sattv",,included,included,included,2,0,0,0,0,0,0
5046,2352,23.0,1,,"balcony,terrace,sattv,internet_wireless,refrigerator,private_barbecue,dishes,coffee,tea,stove",,included,included,included,2,0,0,0,0,0,0
5047,2352,23.0,2,,"balcony,terrace,sattv,internet_wireless,refrigerator,dishes,coffee,tea,stove",,included,included,included,2,0,0,0,0,0,0
5048,2352,55.0,2,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,coffee,stove",,included,included,included,2,2,0,0,0,0,0
5050,2352,55.0,2,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,coffee,stove",,included,included,included,2,2,0,0,0,0,0
5051,2352,30.0,0,"view_street_quiet,view_garden","terrace,sattv",,included,included,included,2,2,0,0,0,0,0
5054,2354,25.0,0,view_garden,"terrace,air_condition,sattv",,included,included,included,2,1,0,0,0,0,0
5056,2354,25.0,0,view_garden,"terrace,air_condition,sattv",,included,included,included,2,1,0,0,0,0,0
5058,2356,85.0,0,,"balcony,terrace,air_condition,washing_machine,sattv,internet_wireless,refrigerator,dishwasher,private_barbecue,cooking_gas,cooking_electric,coffee,tea",,included,included,included,4,2,0,0,0,0,0
5059,2356,0.0,0,,,,included,included,included,2,0,0,0,0,0,0
5060,2356,0.0,0,,,,included,included,included,0,2,0,0,0,0,0
5062,2358,0.0,0,"view_sea,view_street_quiet","balcony,sattv",,included,included,included,4,0,0,0,0,0,0
5640,2358,0.0,0,,,,included,included,included,4,0,0,0,0,0,0
5063,2359,90.0,0,view_sea,"balcony,terrace,sattv",,included,included,included,5,1,0,0,0,0,0
5064,2360,32.0,0,view_garden,"terrace,sattv,internet_wireless,refrigerator,coffee,tea,stove",,included,included,included,2,1,0,0,0,0,0
5065,2360,40.0,0,view_garden,"terrace,sattv,internet_wireless,refrigerator,coffee,tea,stove",,included,included,included,2,2,0,0,0,0,0
5072,2360,50.0,2,view_sea,"balcony,air_condition,sattv,internet_wireless,refrigerator,oven,coffee,tea,stove",,included,included,included,4,0,0,0,0,0,0
5073,2360,48.0,2,view_sea,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,coffee,stove",,included,included,included,4,1,0,0,0,0,0
23115,2360,35.0,1,view_sea,"balcony,air_condition,sattv,internet_wireless,refrigerator,oven,coffee,tea,stove",,included,included,included,2,1,0,0,0,0,0
5075,2362,27.0,0,view_garden,"terrace,air_condition,sattv",,included,included,included,2,1,0,0,0,0,0
5076,2362,42.0,2,,"balcony,terrace,air_condition,iron,hairdryer,sattv,internet_wireless,refrigerator,dishes,cooking_electric,coffee",,included,included,included,4,1,0,0,0,0,0
5077,2362,46.0,2,,"balcony,terrace,air_condition,iron,hairdryer,sattv,internet_wireless,refrigerator,dishes,cooking_electric,coffee",,included,included,included,4,1,0,0,0,0,0
5082,2362,57.0,2,,"balcony,terrace,air_condition,iron,hairdryer,sattv,internet_wireless,refrigerator,dishes,cooking_electric,coffee",,included,included,included,4,1,0,0,0,0,0
21404,2362,27.0,0,,"terrace,air_condition,iron,hairdryer,sattv,internet_wireless,refrigerator,dishes,cooking_electric,coffee",,included,included,included,2,1,0,0,0,0,0
5084,2365,48.0,0,,"balcony,terrace,air_condition,washing_machine,sattv,safe,internet_wireless,refrigerator,dishes,cooking_electric,microwave,coffee,tea,toaster",,included,included,included,4,0,0,0,0,0,0
5085,2365,48.0,0,,"terrace,air_condition,sattv,safe,internet_wireless,refrigerator,dishes,cooking_electric,microwave,coffee,tea,toaster",,included,included,included,4,0,0,0,0,0,0
5086,2365,50.0,0,,"terrace,air_condition,sattv,safe,internet_wireless,refrigerator,dishes,cooking_electric,microwave,coffee,tea,toaster",,included,included,included,2,2,0,0,0,0,0
5087,2366,45.0,1,"view_sea,view_street_quiet","terrace,air_condition,sattv",,included,included,included,4,0,0,0,0,0,0
5088,2366,37.0,1,view_sea,"balcony,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
5089,2367,42.0,2,,"terrace,air_condition,heating,washing_machine,sattv,safe,internet_wireless,refrigerator,dishwasher,private_barbecue,dishes,cooking_electric,microwave,coffee,toaster",,included,included,included,4,0,0,0,0,0,0
5090,2367,42.0,2,"view_sea,view_street_quiet","balcony,air_condition,sattv",,included,included,included,2,2,0,0,0,0,0
5091,2367,42.0,0,"view_sea,view_street_quiet","terrace,air_condition,sattv",,included,included,included,2,1,0,0,0,0,0
22732,2367,118.0,0,,"terrace,air_condition,washing_machine,tv,sattv,safe,internet_wireless,refrigerator,dishwasher,outside_shower,microwave,coffee,tea,stove,toaster",,included,included,included,4,2,0,0,0,0,0
5092,2368,86.0,2,,"balcony,terrace,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,dishes,cooking_electric,coffee,tea",,included,included,included,7,0,0,0,0,0,0
5093,2370,45.0,1,,"balcony,terrace,air_condition,hairdryer,sattv,internet_wireless,refrigerator,dishes,cooking_gas,coffee,tea",,included,included,included,4,0,0,0,0,0,0
5094,2370,50.0,0,,"terrace,hairdryer,sattv,internet_wireless,refrigerator,dishes,coffee,tea,stove",,included,included,included,4,0,0,0,0,0,0
5096,2371,40.0,2,"view_sea,view_street_quiet","balcony,sattv",,included,included,included,2,2,0,0,0,0,0
5100,2371,40.0,2,"view_sea,view_street_quiet","balcony,sattv",,included,included,included,2,2,0,0,0,0,0
5101,2371,40.0,2,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,private_barbecue,outside_shower,dishes,cooking_electric,coffee,tea",,included,included,included,4,0,0,0,0,0,0
5102,2371,40.0,2,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,private_barbecue,outside_shower,dishes,cooking_electric,coffee,tea",,included,included,included,4,0,0,0,0,0,0
23342,2371,40.0,1,,"balcony,air_condition,washing_machine,sattv,internet_wireless,refrigerator,private_barbecue,outside_shower,dishes,cooking_electric,coffee,tea",,included,included,included,4,0,0,0,0,0,0
23343,2371,40.0,1,,"balcony,air_condition,sattv,internet_wireless,refrigerator,private_barbecue,outside_shower,dishes,cooking_electric,coffee,tea",,included,included,included,4,0,0,0,0,0,0
